,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
s_016um_00381_00361-1,0.003199339,0.0020779371,3.9797276e-05,9.106472e-06,0.0018250942,0.0050378293,4.2192638e-05,7.9490244e-05,0.0032019168,0.0055608153,2.4721026e-05,-7.526949e-05,0.0033112764,0.00996086,0.0021987855,-1.2200326e-07,0.0054853857,2.5369227e-06,-2.910383e-11,9.573996e-07,0.014985532,0.0002624914,0.0001110062,0.00042770803,-3.7189573e-05,7.783994e-06,-0.00020665675,0.0020362437,0.021121055,0.014852494,0.00020571798,0.013652116,0.0016194433,0.0067863762,-0.00049334764,-2.225861e-07,-2.3175031e-05,-1.036562e-06,0.0020940304,-1.036562e-06,9.538606e-06,0.013982773,0.00011305511,0.020305008,2.0161271e-05,0.008094311,2.6408583e-05,0.00023264438,-0.00012464076,6.3329935e-07,0.014927089,0.00011070073,2.4959445e-07,-1.0346994e-06,0.017695308,0.0003098473,0.0011902303,0.0075282753,0.00234285,-5.029142e-08,0.00022183359,0.007572919,0.017646223,0.0147815645,0.013242006,6.3218176e-06,0.023897737,3.4924597e-10,0.00022774935,0.022185802,6.634742e-06,-4.163012e-07,-1.4457852e-05,0.0018742383,0.0047868043,-0.00015878677,3.6727637e-05,9.008497e-05,0.033547252,6.3069165e-06,0.00065872073,8.414686e-05,0.0037433207,0.025294125,7.670373e-05,0.010466427,0.005820006,0.0035916269,9.813905e-05,-9.3497336e-05,-1.1064112e-05,0.003958896,0.0037700385,0.0075285137,-0.0001417175,0.0050837845,0.009010017,0.0008779019,1.3969839e-09,0.014540821,2.1282583e-05,0.0054363906,0.009526968,0.004472792,0.006781012,0.0074638426,0.028610677,0.0043359995,8.05594e-07,0.0003394708,0.01883939,0.006979555,0.008718103,2.02097e-06,-6.4689666e-06,0.0030960143,0.014635742,0.0002488494,0.028148234,-4.2706728e-05,0.004608944,0.00033893436,1.2181699e-05,-0.00013360381,8.098781e-06,3.0122697e-05,0.021780014,-8.288771e-05,0.0002866909,-5.066395e-07,0.004184589,0.015508145,0.0055790246,0.021696627,-4.9985945e-05,0.026140839,0.038787514,0.0034365803,0.037470758,3.053993e-05,0.0132210255,0.0008021742,-4.498288e-07,0.0037440509,0.028710246,0.030228615,0.032280415,1.559779e-05,0.023721874,-2.1845102e-05,0.000446029,0.0005356446,0.00012658536,2.3469329e-07,5.1688403e-06,0.029641688,-5.311519e-05,0.00012077391,0.00050022453,1.8257648e-05,0.00021172315,0.010276049,0.00044799596,-0.00011404604,0.00073589385,2.7008355e-08,0.004782945,0.01422447
s_016um_00007_00031-1,0.0032915473,0.002179861,5.796179e-05,1.399219e-05,0.001810804,0.0056149364,3.927201e-05,4.672259e-05,0.003187418,0.0055419207,2.8137118e-05,-1.19917095e-05,0.0032989532,0.00996086,0.002197072,-1.359731e-07,0.0054850876,0.0,-3.511086e-07,9.573996e-07,0.014994413,0.00055249035,0.00011102855,0.00048178434,-4.4237822e-08,1.7881393e-05,-0.00023111701,0.00018383563,0.021879345,0.015319437,0.00039654225,0.013920933,0.006013185,0.009803355,-0.00019415468,-4.7646463e-06,-1.2990087e-05,-1.036562e-06,0.00225614,-2.4680048e-07,-3.0267984e-09,0.01315394,0.00011368096,0.020242572,0.00021001697,0.007944316,1.1920929e-07,0.00016470253,-0.00024019182,2.1141022e-07,0.0149870515,0.00011063367,3.9022416e-07,-1.4677644e-06,0.018686235,0.00035753846,0.0013590008,0.008694142,0.00234285,-3.4924597e-08,7.917732e-05,0.007572472,0.017646223,0.01478067,0.013239443,1.186505e-05,0.023923606,3.4712255e-05,0.00026237965,0.023552656,5.191192e-06,1.6596168e-06,1.007691e-06,0.0018756837,0.004774466,-9.329617e-05,3.6727637e-05,6.053597e-08,0.03294474,7.553026e-07,0.00065873563,8.414686e-05,0.0037146956,0.025294155,0.0030419827,0.01082325,0.0059672,0.00359039,9.416044e-05,-2.910383e-10,-1.109764e-05,0.003981307,0.0037698,0.0075285137,-0.0001417175,0.0050305277,0.008961946,0.00087171793,1.7462298e-09,0.014470547,2.1345913e-05,0.005418062,0.009528875,0.0045732707,0.0066979527,0.00739184,0.028678685,0.0044930577,3.4514815e-06,0.00044428557,0.018840611,0.0070527196,0.0086298585,3.2428652e-05,2.5536865e-06,8.101016e-05,0.015581638,-6.523356e-05,0.026550919,-6.4857304e-06,0.004608944,-1.6912818e-06,1.231581e-05,-0.00014734268,8.098781e-06,0.00010681152,0.021939069,-6.366894e-05,0.0035360456,7.722527e-06,0.0042054206,0.01603064,0.0045478493,0.022241592,-3.2141805e-05,0.027661026,0.043419212,0.0034450442,0.037807018,4.39696e-05,0.0132210255,0.0008942038,-4.498288e-07,0.0037440509,0.03175226,0.03070283,0.03227952,1.5515834e-05,0.02724123,-1.3563782e-05,0.0004453063,0.00338687,0.012794346,1.9837171e-07,1.2204051e-05,0.030015886,2.4121255e-07,0.00013357401,0.0005770698,1.8239021e-05,0.00019466877,0.016052932,3.213063e-08,-3.2506883e-05,0.0076599717,4.209578e-07,0.0048042387,0.014641672
s_016um_00242_00368-1,0.0032180399,0.0021034628,0.00030493736,1.4286488e-05,0.0018694401,0.0050581694,3.9305538e-05,0.0005534068,0.0031305403,0.0056955814,2.3450702e-05,-4.4796616e-06,0.003298536,0.00996086,0.0022011846,-8.335337e-08,0.0054855347,-8.1025064e-08,1.1537224e-05,9.573996e-07,0.014999688,0.0028010905,0.0001110211,0.00045793504,-6.9849193e-09,1.26846135e-05,-0.00016719103,0.00016438961,0.022136033,0.015776306,0.0003651008,0.014731079,0.0039622933,0.011498868,-0.00023531169,7.133931e-07,-2.6453286e-05,-1.036562e-06,0.003230527,-1.8626451e-07,6.9849193e-10,0.013864189,0.0001128912,0.020412683,1.321733e-05,0.008130372,9.7990036e-05,0.00020086765,-0.00024017692,9.888783e-06,0.015030056,0.00011063367,4.2002648e-07,3.8564205e-05,0.018786192,0.0003933236,0.0013515949,0.009841293,0.00234285,-4.33065e-08,0.00022683293,0.007572919,0.017646223,0.014787525,0.013239861,2.9109418e-05,0.025281966,0.00028271973,0.0002284646,0.022560984,4.954636e-06,-8.335337e-06,-1.3001263e-06,0.0018762052,0.0047825426,4.656613e-07,3.6727637e-05,-1.4733523e-06,0.03447154,0.0014071167,0.00065873563,8.414686e-05,0.0043844283,0.025294155,9.384006e-05,0.010496736,0.0056093037,0.0035873353,9.908527e-05,2.4627894e-05,-1.1101365e-05,0.0040636063,0.003796503,0.0075285137,-0.0001417175,0.0050311387,0.009039491,0.0010952353,3.5576522e-07,0.01479423,2.1278858e-05,0.005430758,0.009538591,0.006619543,0.0066778064,0.008129507,0.028610677,0.004378572,2.1677464e-05,0.00053138286,0.018871963,0.007240027,0.009842157,8.996576e-07,0.00010164827,0.0019788444,0.015752792,-1.1637807e-05,0.02742967,0.00015371293,0.004608944,0.00032938272,1.2073666e-05,-0.00014793873,8.098781e-06,8.60095e-05,0.021445185,-0.00013748556,8.496642e-05,2.5369227e-06,0.004554406,0.015780896,0.007319957,0.021410584,-3.3020973e-05,0.02577576,0.04253015,0.0034332722,0.03743869,2.8531998e-05,0.013221085,0.0007891357,-4.498288e-07,0.0037440509,0.027222753,0.029907823,0.03228113,1.5668571e-05,0.024039298,-5.768612e-06,0.0004454106,0.0007739663,0.0018228143,4.461035e-07,1.5009195e-05,0.029616922,0.00066298246,0.00013551861,0.0004965365,1.8239021e-05,0.00019425154,0.009450436,7.189438e-05,7.2181225e-05,0.0020196885,6.472692e-07,0.0047679693,0.016292393
s_016um_00088_00295-1,0.003193304,0.0021554828,0.00017343462,1.2069941e-05,0.0018088669,0.0051234365,3.979355e-05,0.00035595894,0.003054008,0.005712539,2.2310764e-05,-7.683411e-09,0.003305599,0.00996089,0.002203375,-1.383014e-07,0.005483806,-1.06636435e-07,1.0494143e-05,9.573996e-07,0.01499173,0.0024088323,0.0001110211,0.00051768124,-1.0756776e-07,1.5720725e-05,-0.00023514777,0.0013707131,0.022210896,0.015527934,0.000320144,0.014095396,0.0069574714,0.014737487,-3.1422824e-05,-5.384907e-06,-2.6438385e-05,-1.0356307e-06,0.0030660033,-3.8277358e-07,-3.585592e-08,0.013630033,0.00011316687,0.020519704,0.000114403665,0.0082499385,0.0018103123,0.00019867718,-0.00024019182,3.5125762e-05,0.014988959,0.00011063367,4.0978193e-07,4.4915825e-05,0.018956423,0.00038082153,0.0013716817,0.010043621,0.00234285,-3.678724e-08,0.00017619133,0.0075726807,0.017646223,0.01477024,0.013242722,1.4379621e-05,0.02470082,0.000110678375,0.00022873282,0.02246517,4.116446e-06,-3.4756958e-06,-2.3283064e-10,0.0018759072,0.004777372,-9.382144e-06,3.6727637e-05,4.0065497e-06,0.033614546,0.0007006824,0.00065873563,8.414686e-05,0.0042416453,0.025294125,0.00011263788,0.010478854,0.005609423,0.003586173,0.0001032576,-5.412847e-06,-1.110509e-05,0.0040356964,0.0037949383,0.0075285137,-0.0001417175,0.005026117,0.009025812,0.0009894371,1.5506521e-07,0.014675796,2.1278858e-05,0.0054765344,0.00952962,0.0063695014,0.0066862106,0.008256316,0.028610945,0.004410282,4.098937e-05,0.00070242584,0.018869638,0.0074516535,0.009038568,8.335337e-08,-8.614734e-09,0.0016955137,0.015780687,-2.24486e-05,0.026172519,0.0004998669,0.004608944,1.0419637e-05,1.2110919e-05,-0.00014677644,8.098781e-06,0.00013422966,0.021368712,-0.00013920665,5.7190657e-05,3.4831464e-07,0.0043555647,0.015954524,0.007147014,0.021589965,-3.5319477e-05,0.02631998,0.04432082,0.0034299344,0.037419707,2.8684735e-05,0.013223678,0.0007825196,-4.3213367e-07,0.0037440509,0.027767211,0.030054688,0.03228277,1.5828758e-05,0.025599808,-6.2342733e-06,0.0004459545,0.0008985102,0.0008254051,1.010485e-06,1.0825694e-05,0.029720545,3.2298267e-05,0.00015370548,0.0005053207,1.8239021e-05,0.00019785017,0.00990209,0.00010731071,0.00015221536,0.0019248128,1.7136335e-07,0.0047829896,0.015149206
s_016um_00267_00038-1,0.0032963008,0.0021941513,1.128763e-05,8.990988e-06,0.0018822849,0.005036846,3.9368868e-05,0.00025708973,0.00307329,0.005749285,4.1387975e-05,-2.592802e-06,0.0033100545,0.00996086,0.002198115,-1.4295802e-07,0.0054843724,4.8801303e-07,5.3450465e-05,9.573996e-07,0.014989495,0.0015854537,0.0001110211,0.00047117472,-6.0815364e-07,1.7434359e-05,-0.00024106354,0.0018651932,0.022162795,0.015876532,0.0003504157,0.014210522,0.007742852,0.012790561,-8.5003674e-05,3.5904348e-05,-2.6367605e-05,-1.036562e-06,0.0028443485,-9.639189e-08,-4.9825758e-08,0.0136960745,0.000113509595,0.02039203,1.3504177e-06,0.008184165,0.0012246966,0.00016815215,-0.00024019182,1.8443912e-05,0.015002847,0.00011063367,5.0570816e-07,0.00010936707,0.018836915,0.00040909648,0.001355663,0.009355187,0.00234285,-4.0978193e-08,0.00022666156,0.0075725615,0.017646283,0.014767319,0.013240129,1.3310462e-05,0.024589509,9.383261e-05,0.00022932142,0.022626996,5.5246055e-06,-8.72463e-06,-3.7942082e-06,0.0018770248,0.004777834,-1.1641532e-08,3.6727637e-05,-1.2898818e-07,0.0331043,0.00022966415,0.00065872073,8.414686e-05,0.0044130087,0.025294125,0.00020821393,0.01045689,0.005609393,0.003587395,9.085238e-05,-3.229454e-05,-1.110509e-05,0.0040652305,0.0038119256,0.0075285137,-0.0001417175,0.0050258785,0.009081125,0.0011670291,5.5879354e-08,0.014722854,2.1286309e-05,0.005417198,0.009534508,0.0059615374,0.0067111254,0.0074855983,0.028610796,0.004468009,3.546849e-05,0.00055965036,0.018875003,0.0073264837,0.008391976,9.065494e-06,3.9458275e-05,0.0025175363,0.015601009,-6.398186e-06,0.026693791,3.5796314e-05,0.004608944,0.00027914345,1.2081116e-05,-0.00014533103,8.098781e-06,0.00029736012,0.021443337,-0.00013592094,5.4281205e-05,3.7346035e-06,0.004310116,0.016010463,0.007974178,0.022194475,-3.33637e-05,0.02638024,0.044130176,0.003434047,0.037450463,3.055483e-05,0.013221055,0.00083221495,-4.498288e-07,0.0037440509,0.028719038,0.030083805,0.032280356,1.5594065e-05,0.023973405,-9.1940165e-06,0.00044523925,0.0007840246,0.00097316504,6.3512474e-05,1.2587756e-05,0.029737592,3.4514815e-05,0.00013871491,0.0005053133,1.8239021e-05,0.000196971,0.009778351,9.350479e-05,5.0943345e-07,0.0015535653,2.6728958e-07,0.004774928,0.015337974
s_016um_00078_00355-1,0.0032659322,0.0023245066,5.159527e-05,1.000613e-05,0.001971081,0.0050827414,3.9879233e-05,0.00015445799,0.0031059235,0.005732149,2.4605542e-05,-1.2340024e-07,0.0033004582,0.00996089,0.0021987855,-9.5460564e-08,0.00548476,8.1490725e-10,2.7317554e-05,9.573996e-07,0.014986813,0.0008047372,0.00011104345,0.00045971572,2.9150397e-07,1.4953315e-05,-0.00018060207,0.004074499,0.022444844,0.015895367,0.0003501922,0.013913751,0.011422396,0.012565672,-9.249151e-05,0.000121340156,-2.6341528e-05,-1.036562e-06,0.003247708,-1.3969839e-07,-6.9849193e-09,0.013989121,0.00011318922,0.020421445,0.0002431348,0.008064687,0.0005088672,0.00025788695,-0.00024019182,5.1520765e-06,0.0150612295,0.00011063367,4.4703484e-07,2.329424e-05,0.018635154,0.00038802624,0.0013453662,0.008800954,0.00234285,-3.3993274e-08,0.00028740615,0.0075725317,0.017646223,0.0147764385,0.013242602,6.4950436e-05,0.024640739,0.00026457757,0.00023464113,0.022593528,4.6174973e-06,-1.0706484e-05,-3.669411e-06,0.0018774867,0.0047797114,1.2610108e-05,3.6727637e-05,-1.8812716e-07,0.032562673,4.1682273e-05,0.00065872073,8.414686e-05,0.004036352,0.025294125,0.00055637956,0.010497093,0.005609721,0.0035852492,9.249151e-05,-1.3079494e-05,-1.110509e-05,0.004006654,0.0037862808,0.0075285137,-0.0001417175,0.005027473,0.009043068,0.0010626316,7.264316e-08,0.01465705,2.1278858e-05,0.0054201186,0.009543091,0.007559538,0.006673217,0.007719934,0.028610945,0.0043701828,2.0306557e-05,0.0005977601,0.018867344,0.0074052215,0.009059012,-7.916242e-08,-1.4156103e-07,0.0018574744,0.015616387,-7.402152e-06,0.026960343,2.7619302e-05,0.004608944,0.0001296401,1.2081116e-05,-0.00014723092,8.098781e-06,3.734231e-05,0.021655709,-0.00011420995,7.928908e-05,1.3187528e-06,0.0043035,0.015964717,0.0059445202,0.022093087,-2.701208e-05,0.027396888,0.045876086,0.0034544915,0.037632823,3.693998e-05,0.013221413,0.000857085,-4.4796616e-07,0.0037440509,0.029137492,0.030321449,0.0322811,1.5664846e-05,0.025627702,-5.055219e-06,0.0004453957,0.0013238341,0.0026906878,1.7397106e-06,1.8075109e-05,0.029936194,0.0001642853,0.0001476109,0.0005464405,1.8253922e-05,0.0002220571,0.010589302,0.0001571253,1.5847385e-05,0.0041484237,1.5692785e-07,0.0047692806,0.01570645
s_016um_00086_00066-1,0.0034413785,0.0022057444,0.0005809888,1.4889985e-05,0.0020207465,0.005064711,3.9655715e-05,0.0003023222,0.0031957924,0.0057355464,3.3780932e-05,8.093193e-07,0.0033073127,0.00996086,0.0021980554,-1.06636435e-07,0.0054873824,3.1013042e-07,0.00011027604,9.573996e-07,0.014988691,0.001693204,0.0001110211,0.0004473403,-1.3178214e-07,1.2345612e-05,-0.00019656122,0.0027187914,0.022418022,0.01600641,0.00035694987,0.014352798,0.013097197,0.010352343,-9.543449e-05,-1.3969839e-09,-2.6218593e-05,-1.036562e-06,0.002861604,-1.1920929e-07,-4.4237822e-08,0.014437497,0.000114284456,0.020406157,0.0008148402,0.008088082,0.00025662035,0.00012660027,-0.00024019182,1.1213124e-05,0.01502952,0.00011063367,4.3120235e-07,4.1529536e-05,0.01878035,0.0003970638,0.0013934374,0.009590328,0.00234285,-3.0267984e-08,0.00029212236,0.007572502,0.017646223,0.014767915,0.013239652,2.1755695e-05,0.02478543,0.0002400279,0.000249587,0.023042679,6.0964376e-06,-1.244992e-05,-1.1380762e-06,0.001876846,0.0047784448,1.6763806e-08,3.6727637e-05,4.246831e-07,0.032588243,0.00014423579,0.00065878034,8.414686e-05,0.0041689873,0.025294125,0.00014243275,0.010494649,0.005610496,0.003585577,9.085238e-05,-2.5566667e-05,-1.110509e-05,0.004019201,0.003797859,0.0075285137,-0.0001417175,0.0050262064,0.00899148,0.0010574162,7.357448e-08,0.014600664,2.1282583e-05,0.0054165125,0.009539992,0.00773865,0.006702155,0.007622719,0.028611243,0.0044109374,0.0001096949,0.00087197125,0.018872857,0.007308781,0.009456933,-5.820766e-08,1.3550743e-07,0.0042740703,0.015740693,-1.1175871e-08,0.028366297,2.5171787e-05,0.004608944,9.224564e-05,1.2099743e-05,-0.0001315996,8.098781e-06,4.3697655e-05,0.021577,-0.00013444573,6.3773245e-05,1.6093254e-06,0.0042318255,0.01589626,0.0066373944,0.023165375,-2.6863068e-05,0.027979821,0.04682672,0.0034421682,0.03753856,3.813207e-05,0.0132211745,0.00089630485,-4.4889748e-07,0.0037440509,0.02961883,0.030521989,0.032280535,1.5612692e-05,0.027275443,-5.317852e-06,0.00044544786,0.0016252398,0.004214093,8.670613e-07,2.0664185e-05,0.030127317,3.438443e-05,0.00014496595,0.00057953596,1.8239021e-05,0.00024297833,0.010050535,0.00016957521,6.891787e-08,0.0019915402,1.3317913e-07,0.004766315,0.0153416395
s_016um_00191_00299-1,0.0033103228,0.002264589,0.0002674386,1.1827797e-05,0.0018234253,0.0050403625,4.6536326e-05,0.00011216849,0.0031716079,0.005785495,5.272776e-05,-4.714355e-06,0.0033098161,0.00996086,0.0022011995,-7.264316e-08,0.005484849,3.4291297e-06,2.4896115e-05,9.573996e-07,0.015003741,0.008982122,0.000111036,0.00051274896,-2.8219074e-07,3.163144e-05,-0.00015092641,0.0006530881,0.022255301,0.01658538,0.00035656244,0.013900459,0.013819426,0.010847181,-5.7261437e-05,-3.715977e-07,-2.546236e-05,-1.036562e-06,0.0030567795,-4.3027103e-07,-1.9324943e-08,0.0141839385,0.000112853944,0.020389736,5.2612275e-05,0.008257419,0.00022123754,0.00014271587,-0.00024019182,3.1720847e-06,0.015007287,0.00011063367,4.1536987e-07,1.8559396e-05,0.018572628,0.00040722638,0.0013270974,0.012506813,0.0023428649,-3.585592e-08,0.00029033422,0.0075726807,0.017646223,0.014772177,0.013240099,2.5961548e-05,0.024496675,4.5169145e-05,0.00024874508,0.023077428,6.8116933e-06,-6.2864274e-09,-1.4901161e-06,0.0018781275,0.0047786385,2.4918467e-05,3.6727637e-05,1.3783574e-07,0.032298118,0.000111714005,0.00065873563,8.414686e-05,0.0041573197,0.025294125,2.8822571e-05,0.010543972,0.005611092,0.0035847574,9.570271e-05,-5.9612095e-05,-1.10678375e-05,0.004003793,0.0037913471,0.0075285137,-0.0001417175,0.0050273538,0.0090610385,0.001192078,6.053597e-08,0.014742702,2.1278858e-05,0.005412698,0.00954023,0.0072979927,0.0066833496,0.008004844,0.028610766,0.0044977516,3.6869198e-05,0.0006496534,0.018854707,0.007381618,0.009304285,4.636124e-06,-4.1909516e-07,0.00484854,0.016189754,-4.8894435e-08,0.02878797,7.7843666e-05,0.004608944,0.0002828315,1.2073666e-05,-0.00014728308,8.098781e-06,5.330518e-05,0.021568447,-0.00013373792,6.5054744e-05,1.2898818e-07,0.0042713583,0.015891612,0.0075351,0.021907687,-3.8057566e-05,0.026595324,0.043463826,0.0034370124,0.037495434,3.1784177e-05,0.013221532,0.0008249283,-4.4703484e-07,0.0037440509,0.027987152,0.029975444,0.032279998,1.5560538e-05,0.024563044,-6.7781657e-06,0.0004454255,0.00078457594,0.0007972717,2.3376197e-06,1.1757016e-05,0.029795855,1.8645078e-06,0.00013460964,0.000514552,1.8239021e-05,0.00020760298,0.008817524,0.00014224648,3.0245632e-05,0.0030892491,9.564683e-07,0.004784897,0.01497224
s_016um_00095_00087-1,0.0032605082,0.002177745,8.992851e-05,1.0579824e-05,0.0018897504,0.0050952137,3.9435923e-05,0.00014800578,0.0030420274,0.0058376193,2.475828e-05,5.820766e-10,0.0033062398,0.009960979,0.0021997094,-1.0570511e-07,0.0054841638,-1.7462298e-09,6.234646e-05,9.573996e-07,0.014988363,0.0020555854,0.00011102855,0.0004779622,-1.2665987e-07,1.73226e-05,-0.00019536912,0.0015067011,0.022280961,0.015951037,0.00037751347,0.0139683485,0.015021741,0.012170643,-5.5082142e-05,-1.4547259e-06,-2.6270747e-05,-1.036562e-06,0.0031804144,-5.7742e-08,-4.33065e-08,0.014071375,0.000112876296,0.020520538,2.990663e-05,0.008393735,0.00065657496,0.00018441677,-0.00024017692,2.5168061e-05,0.015040576,0.00011063367,4.749745e-07,0.00012986362,0.018978596,0.00039897114,0.0013460964,0.009751737,0.00234285,-3.585592e-08,0.0002771914,0.0075727105,0.017646223,0.014767915,0.013242096,1.7482787e-05,0.024682432,0.00011936575,0.0002392754,0.022794366,5.5711716e-06,-3.868714e-06,-1.6465783e-06,0.001877144,0.004781887,1.1138618e-05,3.6727637e-05,3.0267984e-09,0.03347847,0.00060631335,0.00065876544,8.414686e-05,0.004338354,0.025294125,7.576868e-05,0.010505468,0.005611509,0.0035879612,0.00010178983,-2.0675361e-07,-1.110509e-05,0.004048571,0.0038048327,0.0075285137,-0.0001417175,0.005022794,0.009030551,0.001082465,9.49949e-08,0.014653504,2.1278858e-05,0.0054466724,0.009536594,0.00600937,0.006739676,0.007915765,0.028611481,0.004445404,1.3735145e-05,0.0007609576,0.018870473,0.007261306,0.0086785555,8.1490725e-08,4.723668e-06,0.0033027232,0.015773654,-1.0430813e-07,0.026766747,8.6613e-05,0.004608944,5.7470053e-05,1.2088567e-05,-0.0001462847,8.098781e-06,9.356439e-05,0.021468759,-0.0001393035,6.391853e-05,7.5511634e-06,0.0043400973,0.016215831,0.0072559416,0.022000164,-2.694875e-05,0.0269984,0.046696544,0.003432572,0.037436247,3.2678246e-05,0.013221055,0.00085169077,-4.498288e-07,0.0037440509,0.029628366,0.030305386,0.032280296,1.559034e-05,0.024482518,-4.8745424e-06,0.0004453361,0.0015113056,0.0011714399,6.025657e-07,1.4945865e-05,0.030047983,1.1663884e-05,0.00015795231,0.00053773075,1.8239021e-05,0.00022036582,0.0110809505,0.0001656115,1.14087015e-08,0.0022851825,1.9557774e-07,0.004780963,0.015079141
s_016um_00305_00263-1,0.0032018572,0.0021298975,3.2559037e-06,8.990988e-06,0.0018380731,0.005084291,3.9197505e-05,2.6538968e-05,0.0034787208,0.005840063,2.2087246e-05,-5.4571778e-05,0.00330548,0.00996089,0.002196744,-1.504086e-07,0.005483806,0.0,0.0002503842,9.573996e-07,0.015002221,0.001256004,0.0001110062,0.00047724694,-1.7397106e-06,9.093434e-06,-0.00024927408,0.00096715987,0.021607518,0.015260011,0.00024737418,0.013730526,0.0048342943,0.0094593465,-0.0001559779,5.820766e-08,-2.6438385e-05,-1.0328367e-06,0.002814874,-8.745119e-07,2.9802322e-07,0.014928013,0.000114023685,0.020374715,2.3044646e-05,0.008271635,1.38655305e-05,0.0001424402,-0.00010062009,7.925555e-07,0.014922768,0.000111058354,4.0978193e-07,5.8133155e-06,0.018060058,0.0003418252,0.0012477338,0.009199679,0.00234285,-3.8649887e-08,0.00038981438,0.0075728297,0.017646223,0.014767766,0.013243586,2.7477741e-05,0.02472207,4.4457614e-05,0.00022689253,0.022101045,4.634261e-06,-3.8072467e-06,-1.0022894e-05,0.00187549,0.0047998726,5.2303076e-06,3.6727637e-05,5.1498413e-05,0.032992482,0.00017026067,0.00065873563,8.414686e-05,0.0039140433,0.025294125,5.1740557e-05,0.010477394,0.005633503,0.0035860986,9.717792e-05,-5.915761e-05,-1.1090189e-05,0.0039735585,0.0037775785,0.0075285137,-0.0001417175,0.005041614,0.009033233,0.0009135306,4.4237822e-09,0.014534503,2.1278858e-05,0.0054044276,0.009532213,0.0056520104,0.0067070723,0.007174641,0.028610855,0.0043587983,8.7842345e-05,0.0008969009,0.018855244,0.007027507,0.008972198,4.6584755e-06,-5.9776008e-05,0.008821905,0.015959859,0.00012917817,0.026911676,-6.5211207e-06,0.004608944,0.00012199581,1.21593475e-05,-8.7194145e-05,8.098781e-06,4.2889267e-05,0.02147296,-0.00013310462,0.00010558963,7.038936e-06,0.0045178533,0.01618722,0.0055618286,0.021634907,-1.5340745e-05,0.026988864,0.048730016,0.0034334362,0.037457973,3.1981617e-05,0.013221055,0.0008365065,-4.498288e-07,0.0037440509,0.02956298,0.030121595,0.03227964,1.5523285e-05,0.024037808,-1.19023025e-05,0.000445351,0.0027645528,0.00043466687,3.6973506e-07,1.1552125e-05,0.029892832,1.2200326e-07,0.00015477836,0.00052369386,1.8250197e-05,0.00022881478,0.01151216,0.00024674833,-0.00012587011,0.0026224703,7.962808e-08,0.0048040897,0.014693975
