,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
s_016um_00022_00360-1,0.003374353,0.0021771342,0.00033909082,1.6003847e-05,0.0019622296,0.00512214,4.369393e-05,0.00026095659,0.0031961352,0.0057162642,3.2126904e-05,3.144145e-06,0.0033071786,0.00996086,0.0021971613,-1.1688098e-07,0.005485207,-8.987263e-08,7.2214752e-06,9.573996e-07,0.014987826,0.0011816621,0.00011102855,0.00044622272,-6.472692e-08,1.2654811e-05,-0.00020829588,0.0028740913,0.021847188,0.015250772,0.00034090877,0.013848722,0.019849896,0.009988904,-0.000100277364,1.1725351e-06,-2.5346875e-05,-1.036562e-06,0.0028988272,-4.33065e-07,-3.8649887e-08,0.014061928,0.00011404604,0.020525187,0.00016003847,0.008072764,2.1338463e-05,9.471178e-05,-0.00024019182,2.5257468e-06,0.015001833,0.00011063367,3.8091093e-07,3.5576522e-06,0.018265158,0.0003861338,0.0013687164,0.009136379,0.00234285,-3.306195e-08,0.00022052228,0.007572472,0.017646432,0.014768332,0.013240814,2.7161092e-05,0.02483195,0.0003433302,0.00023975968,0.022560954,4.0978193e-06,-1.5962869e-05,-4.7124922e-07,0.0018763393,0.00478217,5.3457916e-07,3.6727637e-05,2.0172447e-06,0.033585638,0.0007829219,0.00065873563,8.414686e-05,0.0041003376,0.025294125,0.00050479174,0.01050967,0.005612433,0.0035845637,9.789318e-05,4.3358654e-05,-1.1101365e-05,0.004000962,0.0037859976,0.007529795,-7.655099e-05,0.0051508397,0.00902158,0.0010460317,2.6077032e-08,0.014592022,2.1278858e-05,0.005410686,0.009540468,0.006009817,0.006692022,0.0075854063,0.028685331,0.004334122,0.00013326854,0.00063658506,0.018861115,0.007153839,0.008762926,7.21775e-09,-1.263991e-05,0.0034889877,0.0155925155,3.0361116e-07,0.027175874,6.6310167e-06,0.004608944,4.2058527e-06,1.2096018e-05,-0.00014691055,8.098781e-06,2.4538487e-05,0.021735817,-0.00011313707,0.0001674667,6.1374158e-06,0.0041409433,0.016047627,0.0072372854,0.023003638,-1.2468547e-05,0.028845966,0.051675856,0.0034439862,0.03756699,3.7692487e-05,0.013221115,0.0008944273,-4.498288e-07,0.0037440509,0.030015439,0.03047514,0.032282025,1.5754253e-05,0.02597934,-5.846843e-06,0.0004453063,0.0045713633,0.002266258,3.9543957e-06,1.7564744e-05,0.030245423,1.4033169e-05,0.00017840415,0.00056810677,1.8239021e-05,0.0002290681,0.013558239,7.715076e-05,8.836389e-06,0.003142178,2.2072345e-07,0.004770443,0.014877796
s_016um_00241_00252-1,0.0032485723,0.002153635,0.000442788,1.3925135e-05,0.0019131303,0.0050332546,4.00953e-05,0.00013048202,0.0030917972,0.0058544874,2.3439527e-05,-3.4403056e-05,0.003301859,0.00996089,0.0022008717,-1.17346644e-07,0.0054838657,4.1909516e-09,2.6423484e-05,9.573996e-07,0.014998138,0.006099552,0.000111036,0.0005628988,-3.1944364e-07,2.3517758e-05,-0.00020890683,0.00059393793,0.021995932,0.01549533,0.0003664419,0.01384154,0.0068165064,0.011297315,-0.00013937056,-3.4924597e-09,-2.6457012e-05,-1.036562e-06,0.0028715432,-5.401671e-07,-3.4924597e-08,0.01382938,0.00011334568,0.020362675,4.6677887e-06,0.008456916,0.00045726448,0.00015013665,-0.00023979694,2.9839575e-06,0.015016705,0.00011063367,4.5634806e-07,9.033829e-07,0.018128753,0.00035186857,0.0013341606,0.011633605,0.00234285,-3.8649887e-08,0.0001611188,0.007573217,0.017646223,0.014767677,0.013240337,1.7594546e-05,0.024693936,5.3096563e-05,0.00022780895,0.022443265,7.255003e-06,-4.7963113e-08,-6.0815364e-07,0.0018794984,0.004777819,4.6107918e-05,3.6727637e-05,-6.519258e-09,0.033866018,0.0011828244,0.00065873563,8.414686e-05,0.004382327,0.025294125,5.0012022e-05,0.010473371,0.0056091845,0.0035852343,0.00010191649,2.2118911e-09,-1.1011958e-05,0.004051119,0.0038026422,0.0075285137,-0.0001417175,0.005028188,0.009059459,0.0010407865,4.5727938e-07,0.014799207,2.1278858e-05,0.0054178834,0.0095333755,0.006437123,0.0067067146,0.008238316,0.028610677,0.004424572,0.00016441941,0.000704214,0.018855691,0.007427454,0.009465992,9.778887e-09,2.9895455e-06,0.0017056167,0.01603359,-9.818003e-06,0.02742657,9.845197e-05,0.004608944,0.000275746,1.2073666e-05,-0.00014805049,8.098781e-06,0.00019507855,0.021372348,-0.00013871491,7.179752e-05,4.377216e-08,0.0041013956,0.01590535,0.0063183904,0.021602869,-4.614517e-05,0.026643187,0.04080841,0.0034311265,0.037427545,3.0122697e-05,0.013221055,0.0008237213,-4.498288e-07,0.0037440509,0.027267486,0.029805988,0.032280445,1.5605241e-05,0.023724914,-4.660338e-06,0.00044557452,0.0005538538,0.0011472255,3.6228448e-07,1.6082078e-05,0.029952377,7.889792e-05,0.0001341477,0.00050673634,1.8239021e-05,0.00019401312,0.008677065,4.2311847e-05,3.062561e-05,0.0022864938,3.1664968e-07,0.0047697127,0.015438497
s_016um_00059_00121-1,0.003400892,0.0021119863,0.00016055256,1.6201288e-05,0.0017686784,0.005112976,3.84897e-05,8.137897e-06,0.0031265616,0.0055841208,2.477318e-05,-7.6286495e-05,0.003296405,0.00996089,0.0022025555,-1.4202669e-07,0.0054837763,1.2483448e-05,-1.6987324e-06,9.573996e-07,0.015163779,0.00037073344,0.0001110062,0.0004669726,-1.9799918e-06,1.4014542e-05,-0.00023832917,8.052215e-05,0.021411896,0.014731318,0.00036730617,0.01358512,0.0010263622,0.006692201,-0.00047704577,-7.912517e-06,4.2542815e-06,-1.036562e-06,0.0019789636,-6.193295e-08,-2.3283064e-10,0.014853269,0.00011252612,0.02023083,0.00076301396,0.00814721,-3.3732504e-06,0.00014358759,-0.00024019182,2.3003668e-07,0.014918655,0.00011063367,2.59839e-07,-0.00010032207,0.018706083,0.00035114586,0.0013683438,0.008500993,0.00234285,-4.8894435e-08,0.00012588501,0.007572502,0.017646223,0.0147866905,0.013240725,7.079914e-06,0.023875892,2.367422e-05,0.00026585162,0.02311489,5.4761767e-06,0.00055459887,0.0001263991,0.0018750578,0.004774362,-0.00017309189,3.6727637e-05,-1.7415732e-07,0.033875555,-2.1774322e-06,0.00065875053,8.414686e-05,0.00357984,0.025294125,0.004873082,0.010850161,0.006267488,0.003594473,8.568913e-05,3.252551e-05,-1.0974705e-05,0.0039360076,0.00375472,0.0075285137,-0.0001417175,0.0050293654,0.008978218,0.0007560849,1.2805685e-09,0.014463186,2.1789223e-05,0.0054327846,0.009529293,0.0045208186,0.0066894293,0.006670028,0.028838962,0.0046751946,1.135841e-05,0.00052779913,0.018836915,0.006968826,0.008704811,7.7299774e-07,-2.5182962e-06,4.04343e-05,0.015641093,-5.531311e-05,0.026144862,1.3271347e-08,0.004608959,1.4202669e-08,1.2349337e-05,-0.00014626235,8.098781e-06,8.685887e-05,0.022876501,-9.9651515e-08,0.0026980788,-8.79541e-06,0.0040486157,0.015315473,0.004380107,0.021344125,-3.937632e-05,0.028244793,0.037986934,0.0034477562,0.038280815,4.9117953e-05,0.0132210255,0.00085934997,-4.498288e-07,0.0037440509,0.029323906,0.030577064,0.03227955,1.5515834e-05,0.027600259,-3.567338e-05,0.00044538826,0.001332134,0.024440557,2.1606684e-07,1.2081116e-05,0.030142397,-1.0319054e-06,9.599328e-05,0.0006044656,1.8242747e-05,0.00020562112,0.012684882,9.2200935e-07,-2.2072345e-05,0.0011664182,3.5390258e-07,0.004762858,0.014581114
s_016um_00116_00038-1,0.0035016835,0.0021543056,7.742643e-05,1.0039657e-05,0.0019689947,0.0050789416,4.0091574e-05,0.00018715113,0.0032501817,0.0056863427,3.6735088e-05,2.7362257e-06,0.0032994896,0.00996086,0.0021986812,-1.2665987e-07,0.005483985,4.377216e-08,2.5771558e-05,9.573996e-07,0.014988005,0.0020409226,0.00011102855,0.00046076626,-8.1490725e-08,1.6327947e-05,-0.00021973252,0.0017647594,0.022694021,0.015956819,0.0003483072,0.014287949,0.010682642,0.011640161,-5.2265823e-05,1.7173588e-06,-2.6348978e-05,-1.036562e-06,0.003273353,-5.820766e-09,-3.9115548e-08,0.014187455,0.00011374056,0.020409465,0.00047182292,0.0081424415,0.00030459464,0.00019025803,-0.00024019182,3.1795353e-06,0.014980137,0.00011063367,5.0198287e-07,0.00013471395,0.019481182,0.00043587387,0.0013752729,0.009821326,0.00234285,-2.9336661e-08,0.0002374351,0.007572502,0.017646223,0.014770627,0.013245732,4.241243e-05,0.024486542,0.00016590953,0.00025059283,0.023030758,5.2191317e-06,-1.1278316e-06,-1.9613653e-06,0.001879245,0.0047920793,0.0014801174,3.6727637e-05,4.8894435e-09,0.032372832,8.817762e-05,0.00065872073,8.414686e-05,0.004005,0.025294125,0.00015814602,0.010656923,0.0056105256,0.0035848618,9.165704e-05,-2.849102e-05,-1.109764e-05,0.003995031,0.0037862808,0.0075285137,-0.0001417175,0.005025372,0.009033948,0.0010257065,2.3283064e-08,0.014648169,2.1278858e-05,0.005404085,0.009557694,0.0059111416,0.006668061,0.007992417,0.028611809,0.0044312775,3.0133873e-05,0.0006687492,0.018862814,0.0073925853,0.008890599,2.0954758e-06,-2.4493784e-06,0.004147306,0.015873432,-5.988404e-07,0.0276106,5.6196004e-06,0.004608944,6.0837716e-05,1.21071935e-05,-0.00013513118,8.098781e-06,2.0429492e-05,0.021681964,-0.00012603402,7.221103e-05,3.1255186e-06,0.004362926,0.016191006,0.005759418,0.023125619,-2.7865171e-05,0.028009087,0.046736866,0.0034493655,0.0375742,3.998354e-05,0.013222933,0.00090256333,-4.377216e-07,0.0037440509,0.029700488,0.030510783,0.032281816,1.5731901e-05,0.026183546,-6.8154186e-06,0.0004453808,0.0016179234,0.003020659,2.5164336e-06,1.6137958e-05,0.030108154,2.5741756e-05,0.00013966113,0.00059503317,1.8242747e-05,0.00022518635,0.010126412,9.393692e-05,8.650124e-06,0.0024184138,3.4831464e-07,0.004766971,0.01498878
s_016um_00008_00276-1,0.0033131093,0.0021297634,0.00016474724,1.3958663e-05,0.001897201,0.0053979307,4.2822212e-05,0.00023869425,0.0030959249,0.005721569,3.0703843e-05,1.6577542e-07,0.0033061951,0.00996086,0.002199337,-1.2246892e-07,0.0054838657,1.6065314e-08,0.00080896914,9.573996e-07,0.015001208,0.0024937838,0.000111050904,0.0004587248,4.4237822e-08,1.5847385e-05,-0.0002161935,0.0040128976,0.022207767,0.015551358,0.0003216341,0.013927728,0.014619261,0.010460764,-9.865314e-05,-8.1490725e-09,-2.6401132e-05,-1.036562e-06,0.0028223544,-2.0489097e-07,-4.2375177e-08,0.014557213,0.000113487244,0.020501047,7.831305e-05,0.008076459,0.0007659942,0.00012973696,-0.00024019182,1.5605241e-05,0.015045434,0.00011063367,3.7252903e-07,8.125976e-05,0.018521398,0.0003754422,0.0013611168,0.010314286,0.00234285,-3.5390258e-08,0.0002457574,0.0075725913,0.017646223,0.014768094,0.01323992,1.9744039e-05,0.025022835,0.00045514852,0.00023539364,0.022767365,5.001202e-06,-5.9958547e-06,-6.3795596e-07,0.0018767118,0.004777059,-2.6915222e-07,3.6727637e-05,1.0244548e-07,0.03328383,0.00030492246,0.00065872073,8.414686e-05,0.0042595267,0.025294125,0.00015509129,0.01046899,0.005610138,0.0035852194,9.533018e-05,-1.3388693e-05,-1.109764e-05,0.0040518343,0.003801018,0.0075285137,-0.0001417175,0.005032584,0.009012759,0.0011134446,1.8905848e-07,0.014648885,2.1278858e-05,0.005406365,0.009538829,0.0067412555,0.0066794157,0.007986873,0.028611362,0.0044504255,3.663078e-05,0.00078451633,0.018863738,0.0073184073,0.0090274215,1.7462298e-10,2.0898879e-06,0.0028287917,0.015518427,-2.0768493e-07,0.027355552,4.474446e-05,0.004608944,0.00017534941,1.2099743e-05,-0.0001443401,8.098781e-06,5.904585e-05,0.021650463,-0.00013399124,7.1611255e-05,1.8686056e-05,0.0041362047,0.016257793,0.006342232,0.022257954,-2.1610409e-05,0.02698329,0.04597473,0.0034365654,0.037483573,3.3330172e-05,0.0132213235,0.0008457452,-4.4796616e-07,0.0037440509,0.028407454,0.030280203,0.032281727,1.5728176e-05,0.025264919,-1.7974526e-06,0.00044560432,0.0029973388,0.0044359416,8.260831e-07,1.7832965e-05,0.0299097,0.00015576929,0.00015257299,0.0005229935,1.8239021e-05,0.00021325797,0.012644172,0.0001630336,1.212582e-06,0.0033382177,1.7136335e-07,0.004764974,0.015704602
s_016um_00358_00318-1,0.0032799393,0.0020302832,8.394942e-06,8.14721e-06,0.0018627197,0.0050388128,3.9234757e-05,2.0965934e-05,0.0032494962,0.005614072,2.0306557e-05,-3.1184405e-05,0.0032964796,0.00996086,0.0021971762,-1.2060627e-07,0.005483955,-2.3283064e-09,2.0135194e-06,9.573996e-07,0.015000552,0.0004704371,0.00011099875,0.0004583001,-4.5478344e-05,7.677823e-06,-0.00021059811,0.012916833,0.021383405,0.014754921,0.0001860261,0.013807923,0.0010999292,0.0070162714,-0.00044439733,4.2542815e-06,-2.5965273e-05,-1.036562e-06,0.0024464428,-1.0216609e-06,0.00011742115,0.013309687,0.000112362206,0.020370483,-6.530434e-06,0.007845521,5.951151e-07,0.00023336709,0.000108636916,4.870817e-07,0.014905065,0.00011070818,2.9988587e-07,-1.0672957e-05,0.018113375,0.00034499913,0.0012622625,0.0077046156,0.00234285,-5.122274e-08,9.671599e-05,0.007573515,0.017646223,0.0147687495,0.013251096,6.4168125e-06,0.02378562,-8.335337e-08,0.00022654235,0.022007793,4.775822e-06,-4.5001507e-06,-1.0848045e-05,0.0018743575,0.0047845244,-0.0001476556,3.6727637e-05,0.00065776706,0.033910632,5.8885664e-05,0.00065872073,8.414686e-05,0.0038336366,0.025294125,0.00016056001,0.0105422735,0.0057258606,0.0035880804,9.317696e-05,-9.5911324e-05,-1.0840595e-05,0.0039590597,0.0037701875,0.0075285137,-0.0001417175,0.0050647706,0.009001315,0.0009035468,1.8626451e-09,0.014519393,2.129376e-05,0.0054695606,0.009530127,0.00485757,0.006732136,0.0075934827,0.028610677,0.004467115,2.30968e-07,0.00038783997,0.018843144,0.0071083903,0.008628637,2.0951033e-05,-2.9485673e-06,0.007226616,0.014385194,0.001305595,0.029493064,-5.3551048e-05,0.004608944,0.0005392656,1.2177974e-05,-7.948652e-05,8.098781e-06,4.9091876e-05,0.0217399,-0.000103361905,0.00016763806,4.1909516e-09,0.004244283,0.01562044,0.005348742,0.021878868,-4.465133e-05,0.025702566,0.039735526,0.0034297258,0.037418723,2.6874244e-05,0.0132211745,0.0007933378,-4.4889748e-07,0.0037440509,0.027707458,0.029699147,0.03227946,1.5508384e-05,0.022437423,-1.7214566e-05,0.00044555962,0.0012167692,3.325939e-05,6.984919e-08,5.690381e-06,0.029530615,-2.6606023e-05,0.00014722347,0.0004678294,1.8250197e-05,0.00017100573,0.010807157,1.4320016e-05,-4.221499e-05,0.00064747036,8.940697e-08,0.004802406,0.014536917
s_016um_00275_00218-1,0.003436759,0.0021466762,0.00017477572,1.1425465e-05,0.0018015355,0.00507842,3.9998442e-05,0.00042034686,0.0031169057,0.005823761,2.6334077e-05,-8.1546605e-06,0.0033013225,0.00996086,0.0021995008,-1.4342368e-07,0.005485475,0.0,0.0008740723,9.573996e-07,0.014996201,0.0048347265,0.00011101365,0.00046804547,-8.2235783e-07,2.0105392e-05,-0.00024150312,0.0016256869,0.022340268,0.0162521,0.00031474978,0.013691664,0.0058742166,0.0122385025,-2.9597431e-05,2.9280782e-05,-2.6319176e-05,-1.036562e-06,0.0032433718,-2.910383e-11,-7.916242e-09,0.014215946,0.000113770366,0.020473152,1.5683472e-06,0.00824663,0.0004760474,0.00022482127,-0.00024019182,7.029623e-06,0.014953673,0.00011063367,4.4237822e-07,7.7892095e-05,0.018421322,0.0003913939,0.0013983548,0.010351479,0.00234285,-3.4458935e-08,0.00027806312,0.0075727105,0.017646223,0.014774531,0.013241887,2.5205314e-05,0.02443412,0.00022183359,0.00024151057,0.022724211,5.4314733e-06,8.3610415e-05,-1.9092113e-06,0.0018777102,0.0047754347,5.820766e-11,3.6727637e-05,2.0954758e-09,0.032352567,2.597645e-05,0.00065872073,8.414686e-05,0.0039562583,0.025294125,4.5008957e-05,0.010468632,0.0056141317,0.0035846978,9.462237e-05,-5.2254647e-05,-1.1101365e-05,0.003977984,0.0037783086,0.0075285137,-0.0001417175,0.00502117,0.009046674,0.0012058467,2.7008355e-08,0.014665514,2.1278858e-05,0.0054068565,0.009564072,0.006869167,0.0067031384,0.008750856,0.028610706,0.0044457912,1.9427389e-05,0.001009658,0.01886496,0.007169038,0.009328514,-3.883615e-07,-3.7174672e-05,0.007950932,0.016136318,3.995374e-06,0.026970863,5.3420663e-06,0.004608944,0.00010877848,1.2099743e-05,-0.0001468882,8.098781e-06,3.7845224e-05,0.021463156,-0.00013568252,7.863343e-05,1.7462298e-09,0.004361838,0.015813053,0.008227974,0.022219032,-4.6096742e-05,0.026422322,0.043169588,0.0034338236,0.037459284,3.042072e-05,0.013221651,0.0008184463,-4.461035e-07,0.0037440509,0.027954042,0.030088216,0.032280087,1.5567988e-05,0.023825616,-1.2177974e-05,0.00044529885,0.0002998188,0.0003451109,5.139038e-06,1.02594495e-05,0.02979675,8.37259e-06,0.00013319403,0.0005018115,1.8239021e-05,0.00020238757,0.00834617,0.00021120906,2.4419278e-06,0.001055643,1.7136335e-07,0.0047668517,0.014875889
s_016um_00043_00041-1,0.0031885505,0.0021349192,6.150082e-05,1.0531396e-05,0.0017952621,0.0050317794,4.175678e-05,5.901605e-05,0.0030085891,0.005815387,3.4634024e-05,-4.1443855e-08,0.0033024848,0.009962708,0.002198115,-1.3923272e-07,0.0054840147,-1.8067658e-07,1.0645017e-06,9.573996e-07,0.014995992,0.0025156587,0.000111065805,0.00045194477,-1.5180558e-06,2.2664666e-05,-0.00023630261,0.0010113865,0.022515416,0.016590565,0.0004159063,0.013605177,0.0046765357,0.010363281,-0.00016650558,-3.0640513e-06,-2.6397407e-05,-1.036562e-06,0.0028430969,-3.1664968e-08,-2.6542693e-08,0.013408035,0.000112868845,0.020532846,3.034249e-06,0.008137971,0.0005722344,0.00019879639,-0.00024019182,5.926937e-06,0.01502341,0.00011063367,3.7346035e-07,6.567687e-06,0.018373549,0.00037771463,0.0013379753,0.009786576,0.00234285,-4.6100467e-08,0.00016890466,0.007574022,0.017646223,0.014770538,0.013241142,2.4128705e-05,0.024418056,5.9660524e-05,0.0002303049,0.022372067,4.261732e-06,-1.1641532e-10,-3.4365803e-07,0.0018783063,0.004780367,6.615743e-05,3.6727637e-05,-2.2351742e-08,0.034725964,0.0013598204,0.00065875053,8.414686e-05,0.004536569,0.025294125,9.3236566e-05,0.010501772,0.005609125,0.0035842806,0.000108383596,0.00033067167,-1.1101365e-05,0.0042731464,0.0038527548,0.0075285137,-0.0001417175,0.0050613135,0.009153485,0.0012576878,1.3457611e-07,0.014852822,2.1278858e-05,0.0054255724,0.009530008,0.005807638,0.006742418,0.009334207,0.028610677,0.0044318438,2.3841858e-05,0.00037600845,0.018854171,0.0071932375,0.008271933,4.1816384e-07,1.3053417e-05,0.0014412999,0.015453696,-7.9236925e-06,0.026130587,0.00015065819,0.004608944,0.00037628412,1.2069941e-05,-0.00014358759,8.098781e-06,5.0872564e-05,0.021320611,-0.00013773888,4.4465065e-05,9.313226e-10,0.004480481,0.015571088,0.005966097,0.021412134,-4.1346997e-05,0.026632458,0.041746467,0.0034326762,0.03744158,3.0051917e-05,0.013221055,0.00079122186,-4.498288e-07,0.0037440509,0.027666897,0.030211806,0.03228131,1.5687197e-05,0.023730278,-1.6275793e-05,0.0004453659,0.00016376376,0.0004060045,3.7811697e-07,1.2706965e-05,0.029910147,4.965812e-05,0.00014241785,0.0005078688,1.8239021e-05,0.00019071996,0.008737475,2.4713576e-05,9.022653e-06,0.0014971346,2.1327287e-07,0.0047641844,0.015165418
s_016um_00121_00118-1,0.003313154,0.0022290796,0.000110045075,1.0088086e-05,0.0018851459,0.0052166134,3.972277e-05,0.0001784563,0.003167227,0.005921304,2.7295202e-05,-6.2864274e-08,0.0033051074,0.00996089,0.0021985471,-1.4528632e-07,0.005483955,-3.259629e-09,7.5288117e-06,9.573996e-07,0.014985412,0.0015165657,0.000111065805,0.0004864931,-2.8312206e-07,1.7940998e-05,-0.00024376065,0.001502037,0.021956354,0.016276687,0.00034333766,0.013902396,0.018288374,0.012295842,-1.8719584e-05,-6.1914325e-06,-2.6341528e-05,-1.036562e-06,0.0030089617,-3.008172e-07,-3.213063e-08,0.015132517,0.00011291355,0.020623446,3.061816e-05,0.0088765025,0.00017094612,0.00020237267,-0.00023997575,4.7385693e-06,0.014980257,0.00011064112,4.898757e-07,0.00010210276,0.019460022,0.00039488822,0.0013767034,0.009398907,0.0023429394,-3.213063e-08,0.0004663244,0.0075726807,0.017646223,0.014768243,0.013241142,1.0758638e-05,0.024895221,0.00015355647,0.0002497509,0.023182571,4.6156347e-06,-8.8475645e-09,-9.778887e-07,0.0018763989,0.004775852,-8.840114e-06,3.6727637e-05,5.9667975e-05,0.032974273,0.0003298223,0.00065873563,8.414686e-05,0.004120037,0.025294125,4.8507005e-05,0.010466844,0.0056096315,0.003587529,9.793788e-05,-5.101785e-06,-1.110509e-05,0.0040103346,0.0037920773,0.0075285137,-0.0001417175,0.0050219297,0.008998841,0.0010582358,3.9115548e-08,0.014601111,2.1278858e-05,0.005398631,0.009539485,0.006752938,0.0067439377,0.0079108775,0.028616995,0.0044662505,3.4403056e-06,0.0005219281,0.018856227,0.007231146,0.008982122,3.2301992e-05,-6.524846e-06,0.003388822,0.016300648,-1.1455268e-07,0.029070973,6.744638e-05,0.004608944,0.000444822,1.2286007e-05,-0.00014583021,8.098781e-06,0.00018014759,0.021481484,-0.00013884157,6.658211e-05,5.586073e-06,0.0043360144,0.016026407,0.0071362853,0.02316907,-2.514571e-05,0.026520759,0.05184841,0.0034310967,0.037427187,3.219396e-05,0.013221145,0.0008659214,-4.498288e-07,0.0037440509,0.029233038,0.030234814,0.032280773,1.5635043e-05,0.024900228,-4.9732625e-06,0.00044534355,0.0017414391,0.0007901341,1.5720725e-05,1.54078e-05,0.029876769,0.00020153075,0.00018507242,0.00052502006,1.8242747e-05,0.00021928549,0.01054123,0.00042379647,6.938353e-08,0.0017421395,2.2910535e-07,0.0047677457,0.015416205
s_016um_00079_00218-1,0.0032688826,0.002336502,5.2258372e-05,9.04873e-06,0.0019486845,0.0051386952,3.8888305e-05,0.00023931265,0.003055945,0.0058676004,2.5544316e-05,-7.111579e-06,0.0033119172,0.009961158,0.0021987706,-1.2526289e-07,0.0054839253,-5.820766e-10,2.2847205e-05,9.573996e-07,0.014987558,0.0020636767,0.000111036,0.00046598166,-2.561137e-09,2.1781772e-05,-0.00021876395,0.003655091,0.022237837,0.01589343,0.00036373734,0.013646424,0.0150285065,0.012054771,-8.11331e-05,-1.6801059e-06,-2.6445836e-05,-1.036562e-06,0.0029629618,-1.1967495e-07,-3.9115548e-08,0.013891876,0.00011321157,0.020740896,8.048117e-05,0.008328468,0.00065393,0.0001643151,-0.00023988634,2.7872622e-05,0.015084326,0.00011063367,3.8649887e-07,3.1016767e-05,0.018368721,0.00037451088,0.0013517886,0.009910792,0.00234285,-4.0978193e-08,0.0002458915,0.007572621,0.017646223,0.014767736,0.01323998,2.034381e-05,0.02474016,0.00010304153,0.00023340434,0.022544503,6.9271773e-06,-9.832904e-06,-5.6810677e-07,0.0018781871,0.0047790706,2.2474676e-05,3.6727637e-05,-3.8649887e-08,0.033270925,0.00054594874,0.00065873563,8.414686e-05,0.0042097867,0.025294125,0.00019291043,0.010500193,0.00560984,0.0035851449,9.6164644e-05,-6.2845647e-06,-1.110509e-05,0.0040379614,0.003791228,0.0075285137,-0.0001417175,0.0050270855,0.00903374,0.0010649562,9.5926225e-08,0.014662772,2.1278858e-05,0.0054205954,0.009530067,0.0068688095,0.0067053735,0.007875174,0.028610677,0.0044538826,0.00012400001,0.0006955117,0.018864125,0.0073769987,0.008661479,2.910383e-11,4.249066e-05,0.0017594844,0.015489399,-1.6346574e-05,0.027407676,0.0002528578,0.004608944,4.0985644e-05,1.2077391e-05,-0.00014627725,8.098781e-06,6.455183e-05,0.021438211,-0.00013916194,6.106496e-05,8.9891255e-06,0.004299104,0.01629889,0.00734064,0.021797717,-1.5150756e-05,0.027049541,0.049529612,0.003436178,0.037457913,3.400445e-05,0.013221055,0.00085541606,-4.498288e-07,0.0037440509,0.029313713,0.030518562,0.032280445,1.5605241e-05,0.02548948,-5.124137e-06,0.00044559687,0.0025618076,0.0016020685,1.0468066e-06,1.6368926e-05,0.030005962,3.4742057e-05,0.00018295646,0.0005330369,1.8239021e-05,0.0002072081,0.012442529,0.00014325231,4.1760504e-06,0.0019155741,2.7287751e-07,0.0047758073,0.015245706
