gene,n_patients
C5orf47,1
VSIG1,1
PCSK2,1
KCNJ1,1
UTS2R,1
DPF1,1
SCP2D1,1
RXRG,1
ZNF843,1
MYRIP,1
SPIC,1
NXPE4,1
KRT74,1
ZNF391,1
ATP4A,1
TRAV16,1
TLCD3B,1
OR52N1,1
TMEM221,1
OR10Q1,1
PLA2G7,1
IFNA8,1
TEX54,1
GH2,1
KCNE2,1
RGS22,1
DNAJB7,1
TRPM5,1
SMYD1,1
OR5AK2,1
CHRNA3,1
MRGPRD,1
OR2G2,1
OLFM1,1
C8orf89,1
TRAV23DV6,1
CPNE7,1
IGHJ6,1
C2orf73,1
MUC16,1
SLC26A1,1
AC135068.1,1
OR4A47,1
FAM184A,1
SERPINA10,1
CFAP46,1
GALNT16,1
IL3,1
SPHKAP,1
DLEC1,1
TRAJ34,1
F5,1
C7orf77,1
CABCOCO1,1
MYH13,1
ZNF280B,1
THPO,1
OR52L1,1
ADGRB1,1
AC011005.1,1
LRRC52,1
SNTG1,1
C3orf49,1
TAS2R40,1
TEX19,1
TRBV12-5,1
CALN1,1
CLEC5A,1
TSPAN8,1
IDO2,1
ENHO,1
IGHE,1
IL22,1
RGR,1
PRSS1,1
RHBG,1
IGHJ2,1
AC113348.1,1
DEC1,1
GAS2,1
ABHD16B,1
GCNA,1
GALR2,1
MATN4,1
PXT1,1
ORM2,1
MMP8,1
CRH,1
TNF,1
BST1,1
UNC13C,1
TRDJ3,1
IZUMO1R,1
IGLV9-49,1
KRTAP12-1,1
IL20,1
FNDC7,1
CCDC197,1
ADAMTS16,1
OPALIN,1
TMEM31,1
HS6ST2,1
GPR158,1
TRBJ2-6,1
ARL13A,1
PPP5D1,1
APLP1,1
ZNF829,1
TRAV3,1
DISP3,1
LMX1A,1
SPDYE5,1
TRAV40,1
TRBV28,1
CKM,1
AC021072.1,1
OR9I1,1
KCNH3,1
LRRC3C,1
RAB9B,1
TCEANC,1
BCO1,1
ASIC1,1
OR6Y1,1
SLC35G6,1
GRIP2,1
GOLGA8T,1
DEFB121,1
USP17L10,1
LRFN5,1
DRD3,1
HMSD,1
MS4A6E,1
TRAJ43,1
OR52N2,1
RAET1E,1
G6PC,1
SHISAL2B,1
DRD1,1
PKHD1L1,1
MSI1,1
CXCL5,1
ST6GAL2,1
RAPSN,1
KRT72,1
MLNR,1
BTNL9,1
MAD2L1,1
MMP16,1
TUBA4B,1
C20orf85,1
OR56A1,1
FOXD2,1
PKD2L1,1
LCE1B,1
KIR3DL3,1
KLHL10,1
GDF5OS,1
SYT9,1
HEATR4,1
TFDP3,1
TRGV1,1
C6orf201,1
CST11,1
TRGV9,1
OR2AJ1,1
AP000552.4,1
CERKL,1
OR52E2,1
HLA-DQA1,1
IP6K3,1
LETM2,1
LRP2BP,1
CLSTN2,1
METTL21C,1
FBXW10,1
DEFB114,1
ESR1,1
ZNF534,1
AADACL4,1
GRIN3A,1
TRIM7,1
OOSP3,1
FGFBP1,1
EYA4,1
OR2AP1,1
GLS2,1
OR4K14,1
GRAMD2B,1
NMS,1
IQCN,1
RIMKLA,1
HAMP,1
ATP6V0D2,1
CHRM4,1
PMIS2,1
VHLL,1
CXorf58,1
TAS1R1,1
RSPO4,1
TRBV3-1,1
ACER1,1
TRAJ32,1
SLC22A10,1
OR6K3,1
TMEM52,1
IFNA14,1
VWA3A,1
OR4N2,1
ANKRD20A1,1
SLC5A12,1
GLP2R,1
CCDC190,1
GCM1,1
NAT16,1
CASKIN1,1
TRBV6-4,1
HRH4,1
AVP,1
ELAVL3,1
OTC,1
OR2AT4,1
NPPB,1
SSU72P2,1
KIF2B,1
ZRANB3,1
PPM1E,1
IFNA16,1
KLK8,1
FCRLB,1
AMTN,1
DDIAS,1
MT1H,1
KRTAP25-1,1
CFAP97D2,1
ALPI,1
OR11H1,1
RYR3,1
NRIP3,1
LGR6,1
OR2A25,1
PRR33,1
DLGAP1,1
AQP9,1
SMIM9,1
SYT16,1
TAS2R10,1
DEFA4,1
SKOR1,1
HTR1B,1
AL109810.2,1
ERCC6L,1
CDHR5,1
RBP2,1
OTOA,1
VN1R4,1
OR1K1,1
OR7C1,1
TRBV5-3,1
AC011195.2,1
RINL,1
HTR4,1
SYT6,1
RNF182,1
NPAS3,1
RNASE2,1
PROKR2,1
PLA2G2F,1
PSD,1
PLGLB2,1
KRTAP1-3,1
SLC9A3,1
DSG1,1
PRRT1,1
CCL3L1,1
CLDN18,1
KRT26,1
KRT24,1
LBX2,1
PROC,1
RALGAPA2,1
TRAV26-1,1
OR2W3,1
TRGV8,1
TRBV13,1
CYP4F8,1
SPOCK3,1
OR10R2,1
SERPINC1,1
ADAD1,1
CPZ,1
APCDD1L,1
EFCAB9,1
OR2B3,1
LCE5A,1
NDUFA4,1
WFDC9,1
PGA5,1
MTTP,1
ERMN,1
GALNT17,1
OR5K2,1
CPA2,1
FBP2,1
LINGO2,1
KIAA1324L,1
DNAJC5G,1
SLC16A9,1
EVPLL,1
SPERT,1
JAKMIP3,1
ITIH1,1
EFNB3,1
PRAMEF19,1
SLCO1B3,1
OR10G8,1
TCEAL5,1
FGF8,1
THEGL,1
C4orf54,1
TRIM64B,1
IGLJ1,1
KRTAP19-5,1
SERPINE3,1
KDM4E,1
TRAV38-2DV8,1
SPP2,1
WDR38,1
FAM217A,1
NMUR1,1
TRBV30,1
ADAMTS20,1
MTMR7,1
XIRP2,1
ZNF540,1
TEX13A,1
FBXO47,1
LRRTM3,1
DEFB126,1
THSD8,1
FOXP1-IT1,1
AC021491.2,1
SOX8,1
ZC3H11A,1
AC004846.2,1
MAP9,1
MFSD4A,1
AC012360.1,1
RGS5,1
AC012368.1,1
LINC01936,1
AC090409.2,1
AC005162.3,1
CHST5,1
GAL,1
ADGRL2,1
AC005332.4,1
LGALS8-AS1,1
AC243830.1,1
AC116317.1,1
ZNF30-AS1,1
AC243829.2,1
AC080013.1,1
CBLN3,1
PAK3,1
AC093458.1,1
C1orf220,1
FSD1,1
AC009962.1,1
TMEM270,1
AP002954.1,1
SEPTIN9-DT,1
APOL4,1
PANK1,1
AL008718.2,1
AL355312.3,1
FAM163A,1
NRG1,1
DANT2,1
LINC01088,1
HIST1H2AJ,1
KCNK15-AS1,1
AL121888.1,1
AC022784.1,1
NBPF15,1
LINC01943,1
AC004817.3,1
AC011337.1,1
NOS3,1
AC110772.2,1
MOB3B,1
AC007952.3,1
MAP3K15,1
AP001029.2,1
AC139768.1,1
AC011481.2,1
AL031432.4,1
AC107884.2,1
AL359643.2,1
BATF2,1
TRPC1,1
LINC00106,1
AC087273.2,1
IGLV3-19,1
UTS2B,1
ADARB1,1
FCHSD1,1
AC027279.1,1
DLC1,1
AC019171.1,1
HIST1H1D,1
AC011346.1,1
DDTL,1
IGF2BP2,1
TFAP2E,1
AC105429.1,1
COLCA2,1
AC096586.1,1
AC123912.4,1
ELFN2,1
AC135178.6,1
AC108673.3,1
IGHV1-18,1
PRKCQ-AS1,1
ITGB2-AS1,1
AL031429.2,1
AC092100.1,1
GSDMB,1
BX323043.1,1
AC083862.2,1
LINC00460,1
CLDN14,1
DYSF,1
LINC00922,1
C11orf98,1
PMP2,1
AC107294.1,1
SLC7A2,1
AC104162.2,1
GALNT3,1
AL049780.1,1
EBLN2,1
LINC02343,1
AC097381.1,1
AC010931.2,1
SNHG26,1
TRGC1,1
AC136475.9,1
KANSL1L,1
AC092801.1,1
CHN2,1
AC016629.2,1
ATP11B,1
ANO7,1
NUDT11,1
STK24-AS1,1
CYSLTR2,1
AL121933.2,1
AC004233.3,1
PCDHA9,1
AP006333.2,1
TACC1,1
WNT5B,1
C9orf147,1
FAM71F1,1
AL109917.1,1
LINC002481,1
AC027307.3,1
AC009034.1,1
SRGAP2B,1
LGALS7,1
AL121655.1,1
AL161891.1,1
LINC01376,1
VCAM1,1
AL133243.2,1
AC078909.2,1
NEURL3,1
LINC01356,1
CBWD3,1
LINC00562,1
NFIB,1
KRT37,1
AP005136.4,1
MTRNR2L10,1
CEP83-DT,1
HAR1B,1
AC136443.3,1
ZNF852,1
ALG11,1
CCL2,1
EPHA1-AS1,1
TSGA10IP,1
KLHDC7B,1
PDE5A,1
AC005005.4,1
FAM155B,1
NUTM2D,1
ADAM32,1
PCP4,1
TLR4,1
UQCRHL,1
AC009120.5,1
AL021707.8,1
Z83843.1,1
AC007032.1,1
SLC7A10,1
AL359091.4,1
AC007877.1,1
CYP1B1,1
FGF13,1
AC048382.5,1
BEND7,1
HOXA11-AS,1
AC108066.2,1
AC092332.1,1
PPIAL4G,1
AC113383.1,1
TIAF1,1
PODXL,1
DAPL1,1
AC005920.3,1
FAM135A,1
EXOC3L2,1
FRMPD3,1
LINC01736,1
AC068282.2,1
BX842570.1,1
AL512625.3,1
PTPN20,1
AL031667.3,1
RASAL2-AS1,1
AC013472.3,1
GCKR,1
LINC01558,1
AL035681.1,1
AL137025.1,1
FOS,1
MTSS2,1
AL353660.1,1
AL356966.1,1
AL845472.1,1
AC007950.2,1
SLCO5A1,1
AC093802.1,1
NDUFA4L2,1
PICART1,1
FAM25A,1
AC096667.1,1
AC073115.1,1
AC144652.1,1
AL353796.2,1
SEPTIN4,1
AL079343.1,1
AC009133.4,1
ALDH3B1,1
MIR31HG,1
LINC01852,1
KCNE1B,1
CLSPN,1
WFDC6,1
CALHM6,1
AC007038.2,1
MX1,1
AC007613.1,1
RDH12,1
AC092428.1,1
PTPRZ1,1
AC107223.1,1
CYP2A6,1
LINC02019,1
AC025164.1,1
LINC02601,1
AC074351.1,1
AC007114.2,1
GSTM2,1
ESAM,1
ARHGAP31,1
AL117336.2,1
AL450467.1,1
AC016747.3,1
AC087627.1,1
MARCH10,1
GPRASP1,1
HSPA4L,1
ACTC1,1
HORMAD1,1
LINC01143,1
AGAP1-IT1,1
SNAI1,1
Z93930.3,1
AC064801.1,1
JAKMIP2,1
ERVW-1,1
UMOD,1
PARM1,1
AC022306.2,1
LINC01781,1
SIGLEC8,1
EMX2OS,1
PCDHGA7,1
LMO1,1
ABCB11,1
AC046143.2,1
AL157387.1,1
AC078852.1,1
AC013564.1,1
CARTPT,1
AC009318.3,1
YEATS2-AS1,1
FAM161A,1
TIGD4,1
AC002480.1,1
AC108463.3,1
LINC00640,1
AL136169.1,1
TNFSF11,1
CCNA1,1
ZNF114,1
CIB3,1
AP000695.2,1
AC130895.1,1
AC107071.1,1
AC106820.2,1
MAP3K5,1
OVOL1-AS1,1
DNAH12,1
FRRS1,1
AL355312.4,1
AL161772.1,1
AC007036.3,1
LINC01585,1
IL9R,1
AC009107.2,1
CELF2-DT,1
AL022328.3,1
AC099684.1,1
SHC4,1
AL121929.3,1
AL022157.1,1
AC022382.2,1
SLC39A2,1
ARHGAP10,1
AC006116.8,1
PHGR1,1
FBN2,1
AC099518.2,1
AP000845.1,1
SUCNR1,1
OVCH1-AS1,1
AC034102.6,1
CSAG3,1
AC007098.1,1
CCR5,1
PPP1R12A-AS1,1
LINC00920,1
AC032011.1,1
LINC02798,1
AL031651.2,1
KCNQ5-IT1,1
ST6GALNAC2,1
MIR222HG,1
AC010623.1,1
TCP11L2,1
LCMT1-AS1,1
AL132709.8,1
TSC22D1-AS1,1
KRT16,1
AC090515.2,1
AL360219.1,1
AC008655.2,1
NCMAP,1
LINC00954,1
AC105935.1,1
LINC01252,1
AC097505.1,1
AL050343.2,1
RDH5,1
ADAP2,1
CTAGE4,1
TMEM190,1
PCDHB11,1
ITGA6-AS1,1
Z69720.1,1
ENTPD1,1
RENBP,1
SLAMF7,1
AC100821.2,1
DOCK8,1
ERICH3,1
AL355802.3,1
AL359091.5,1
CITED1,1
CALHM5,1
AL590822.2,1
U62317.4,1
HCG20,1
AC066580.1,1
AC004156.1,1
CIP2A,1
IFIT1,1
SEL1L2,1
AC008703.1,1
RTP2,1
AC091769.2,1
LNCAROD,1
CPLANE2,1
ADAMDEC1,1
AL031600.3,1
LINC02449,1
AC027031.2,1
TMEM132B,1
AC107021.2,1
AL512353.1,1
AC087564.1,1
AF287957.1,1
AC093495.1,1
NRXN3,1
CYP4A11,1
AC009951.6,1
AL023803.1,1
AL583810.2,1
IGHV1-24,1
AC011287.1,1
AC103858.3,1
RTBDN,1
AL731702.1,1
PCDH12,1
COL21A1,1
AC009133.2,1
MEF2C-AS1,1
SFTPB,1
AP001347.1,1
AP001189.5,1
FPR3,1
LINC01556,1
AC004837.4,1
AC016737.1,1
AC004846.1,1
AC013468.1,1
TM4SF18,1
CFHR1,1
PLCB1,1
LINC01281,1
LDB2,1
AC024257.4,1
AC124068.2,1
AC103718.1,1
SLC24A3,1
SLAIN1,1
CAMK2D,1
GPR37L1,1
HES5,1
SLC8A3,1
COL15A1,1
EDDM3A,1
LMOD3,1
CACNA1C-AS2,1
RASA4,1
LINC02412,1
ARAP3,1
LINC02533,1
ADAMTS9-AS1,1
KIF9-AS1,1
NRIR,1
TNP1,1
AC005632.3,1
AC010210.1,1
PDE6G,1
AC104365.1,1
FSIP2-AS2,1
DSC3,1
CD1D,1
PLAGL1,1
DCD,1
AC007878.1,1
POTEF,1
INVS,1
AL022318.5,1
IGSF5,1
AC090510.2,1
GAN,1
C4orf47,1
AC003986.3,1
AL512506.1,1
AL121990.1,1
ILDR2,1
AC092902.2,1
AL583810.1,1
GOLGA7B,1
SH2D3C,1
RASSF9,1
DGKH,1
AC005329.1,1
IFNL2,1
NOS1AP,1
AC068888.2,1
SLCO1C1,1
AC005606.1,1
MCCD1,1
SCML2,1
L3MBTL3,1
LINC00702,1
HOXD10,1
FAM83C-AS1,1
TUT4,1
TMEM176A,1
TTC28,1
SULT4A1,1
AC019185.2,1
AL365361.1,1
HIVEP2,1
GPSM3,1
LINC01641,1
ATP1A3,1
Z82243.1,1
LINC01197,1
ENTPD1-AS1,1
LTBP1,1
CHRNA1,1
FAM230J,1
HOMER1,1
AC008663.3,1
SOAT2,1
ARHGEF4,1
IFI44,1
LINC02325,1
AC026471.3,1
SLC4A11,1
AC009093.1,1
AC015871.7,1
AC068234.3,1
LINC02587,1
AL035078.1,1
HOXA10,1
AC125807.2,1
RNF145,1
AC009961.4,1
AC011816.2,1
IL1B,1
ZIC1,1
AC020922.3,1
HOXA-AS2,1
GZMH,1
SMIM17,1
LINC01993,1
ADCY5,1
AC010198.2,1
SLC2A3,1
IL22RA2,1
AC079015.1,1
RNF151,1
SLC23A1,1
AC245041.2,1
STARD4,1
AC107214.1,1
RPS6KA3,1
LINC00528,1
AC004000.1,1
AC009996.1,1
AC010896.1,1
AC007920.2,1
AC009041.2,1
SPAG16,1
GJB5,1
AC092683.1,1
LINC02777,1
LINC01422,1
FAM182B,1
LINC02593,1
MRAS,1
AC254562.2,1
AC016957.2,1
AC073842.2,1
MANCR,1
AC104971.1,1
LINC01094,1
AL096865.1,1
AC020912.1,1
WNT1,1
A2M-AS1,1
AP001527.2,1
AC096921.2,1
CCDC110,1
NT5M,1
HCG14,1
FXYD6,1
PTGER1,1
PRSS2,1
AL021368.3,1
HIST2H3PS2,1
AL592148.3,1
AL354984.2,1
VSTM5,1
AL158825.2,1
FZD6,1
ARNTL2,1
SLC12A1,1
ZEB1,1
AC092118.2,1
CPEB1,1
LINC00487,1
CD8B,1
LINC01985,1
MTRNR2L8,1
AL009176.1,1
PRG2,1
HSD17B3,1
LINC02234,1
LINC02285,1
THRB-IT1,1
AL031666.3,1
LINC01303,1
ZNF714,1
AC005480.1,1
SLC13A4,1
AL669831.2,1
DCLK1,1
FRG1-DT,1
AP003119.2,1
AC091982.3,1
AC027682.4,1
PCDHB15,1
DGCR9,1
APOA1,1
AC036108.2,1
LINC02259,1
AC002059.1,1
LINC02840,1
AC105020.6,1
ZSCAN20,1
IRX4,1
NDRG4,1
POTEE,1
LINC02202,1
AC022509.1,1
LINC02257,1
AL162591.2,1
AK4,1
HTR1F,1
STAM-AS1,1
KRT40,1
AL049840.3,1
CACNA1E,1
ZNF608,1
AC096992.2,1
AC023481.1,1
GORAB-AS1,1
AC008453.2,1
PTN,1
TYW1B,1
AC108134.3,1
B3GALT5-AS1,1
ZNF449,1
KCNC2,1
SATB2-AS1,1
MGAT3,1
MYBL1,1
AC243829.1,1
TSPEAR-AS1,1
AC068228.3,1
GNAT3,1
AC011455.6,1
AC092375.2,1
AC026992.2,1
AC104041.1,1
AUXG01000058.1,1
POLQ,1
ZBTB12,1
RHBDF2,1
EXOSC10-AS1,1
SYNPO,1
AC026124.1,1
SPTSSB,1
AC004540.2,1
SDR42E2,1
TNK2-AS1,1
AL009178.2,1
TRIM2,1
CLCN4,1
AL355482.1,1
AL157813.1,1
AP005899.1,1
AP006261.1,1
Z93241.1,1
SLC12A9-AS1,1
AL162426.1,1
LINC02413,1
AGRP,1
PDCD1LG2,1
AC099518.6,1
AC103719.1,1
HS3ST3A1,1
LINC02217,1
TRPM2-AS,1
AC026462.3,1
AC079305.3,1
AC068700.1,1
FOXC2-AS1,1
GULP1,1
IGLV2-11,1
SPATA25,1
GUCA1B,1
TESC,1
FMNL2,1
IL18,1
PCSK1N,1
AC090948.1,1
AC093503.2,1
AC116036.2,1
ADAM20,1
MYCN,1
AL953883.1,1
USF1,1
GAS6-DT,1
AC009299.3,1
CARD8-AS1,1
HYAL3,1
NKD2,1
CNTLN,1
MAML2,1
PGLYRP2,1
AC083973.1,1
SNHG4,1
ANKAR,1
CRYBB2,1
HIST2H2AC,1
DBH-AS1,1
AC104984.4,1
AC124852.1,1
SLC35G2,1
B3GNT10,1
AP000915.1,1
TMEM176B,1
DENND6A-AS1,1
AC106782.5,1
KLF5,1
AL356124.1,1
AC021683.2,1
AF250324.1,1
AC090559.1,1
TNFRSF4,1
CYP39A1,1
FBXO10,1
BCAN,1
GLTPD2,1
KCNQ1OT1,1
AF165147.1,1
AL136295.6,1
MYLK-AS1,1
AC005332.2,1
LINC01470,1
AC107993.1,1
RPL34-AS1,1
AC012360.2,1
ZNF750,1
KRT6A,1
AOC1,1
U73169.1,1
FERMT3,1
XAF1,1
DOCK4,1
AC007687.1,1
CDH15,1
AC120498.9,1
WDR86-AS1,1
AC012409.3,1
AC116351.1,1
KLHL33,1
AL606760.2,1
SUSD2,1
CATSPERZ,1
TAS2R30,1
RBP7,1
CDA,1
AC021188.1,1
NOS2,1
AL158063.1,1
AC013565.1,1
AL589739.1,1
ABCA4,1
AC005838.2,1
AC079766.1,1
AC006033.2,1
AC084757.2,1
AL356277.3,1
LINC01521,1
AL512791.2,1
SERPINB7,1
LAIR2,1
AC008764.8,1
NPW,1
KRT86,1
GPR135,1
FAM92A,1
TTC39C-AS1,1
SYK,1
AC135507.1,1
NT5E,1
AC253572.1,1
AC008083.4,1
FNIP2,1
AC021517.1,1
AP005482.1,1
AC092053.2,1
AC005753.3,1
AC016949.1,1
AC107072.2,1
TUBB4A,1
LMO7-AS1,1
AC004466.2,1
AL031847.1,1
MTRNR2L1,1
TMEM254-AS1,1
AC099343.3,1
LINC01664,1
SNX22,1
AC019205.1,1
LINC02470,1
AC092620.1,1
RGS2,1
GALNT14,1
AC007336.1,1
CALCRL,1
AC004918.4,1
AC008764.6,1
AL158163.2,1
HMGA2-AS1,1
HOPX,1
AL162586.1,1
GABRR2,1
AL049557.1,1
AC068279.2,1
ANKRD10-IT1,1
LINC00923,1
AC078785.1,1
AC025031.3,1
ADD3-AS1,1
LINC01232,1
AC090181.2,1
AL355353.1,1
RGPD5,1
ARL11,1
FABP6,1
AC015961.2,1
RNF224,1
AL031728.1,1
AC108134.1,1
AC073896.3,1
ZNF528,1
AC018647.1,1
INSYN1,1
AC106886.3,1
MTCP1,1
LUZP2,1
AC092745.4,1
AC022558.1,1
TEX11,1
LINC01091,1
AL136040.1,1
LINC01915,1
ZNF665,1
LINC01871,1
FAM124A,1
ADH1C,1
Z99289.3,1
MAGI2-AS3,1
HIST1H2BJ,1
FOXN2,1
AC121757.2,1
AC019257.9,1
AP001267.2,1
AC106881.1,1
MCPH1-AS1,1
PLA2G4F,1
ZFHX2-AS1,1
AP001065.3,1
RAB42,1
AJ011932.1,1
AC135178.4,1
KBTBD8,1
AL022322.2,1
AC022424.1,1
ACVR2A,1
AC079142.1,1
AC240274.1,1
CEACAM19,1
IGLV1-44,1
TSIX,1
TCL6,1
TMEM266,1
PMFBP1,1
RPS10-NUDT3,1
AC020909.3,1
PAMR1,1
DLEU7,1
AC120498.10,1
LINC01505,1
AC003681.1,1
SRD5A3-AS1,1
AL358780.1,1
ZC2HC1A,1
AL390066.1,1
BAALC-AS1,1
APOF,1
TSNAXIP1,1
BCL2A1,1
C4orf50,1
CHTF8,1
LINC02541,1
AC132938.6,1
AC004834.1,1
AL354809.1,1
AGBL3,1
SAMHD1,1
NCAM2,1
ANKDD1B,1
LINC00519,1
LINC01783,1
HCRT,1
AC009509.4,1
LINC01684,1
TMTC1,1
CFI,1
CCDC163,1
Z97989.1,1
AC008738.2,1
AC087623.3,1
KCNF1,1
AC090229.1,1
AP000640.1,1
TMOD2,1
FILNC1,1
SMC5-AS1,1
CHL1-AS2,1
TMC1,1
WFDC13,1
AC141586.3,1
OBP2A,1
AC027796.1,1
MNDA,1
AL390195.2,1
AL603910.1,1
SOD2-OT1,1
MIR646HG,1
PEX5L,1
ZNRF3-AS1,1
AC068790.4,1
SOCS2-AS1,1
AC244153.1,1
TPK1,1
AP001554.1,1
AC091946.2,1
SLC4A3,1
JMJD1C-AS1,1
LINC01697,1
LINC02539,1
AC109927.1,1
NEB,1
B3GAT2,1
AL031118.1,1
CST6,1
MLLT11,1
TMEM249,1
TMEM74B,1
CLEC18B,1
PCDHGA10,1
RNASE6,1
AC147651.4,1
STK32A,1
IGLV3-21,1
IGFL1,1
DPY19L2,1
SPATA12,1
AL157893.2,1
C7orf31,1
AC114980.1,1
AL662844.4,1
NPPC,1
AL353147.1,1
OR10G6,1
